country,target,target_year,imf_pp,horizon,true_value,error,quantile,prediction,error_prediction,source,error_method,method
CAN,ngdp_rpch,2001,1.95545523394851,0,1.50029461605823,0.45516061789028,0.1,1.10488426499978,-0.850570968948727,IMF,directional,rolling window
CAN,ngdp_rpch,2001,1.95545523394851,0,1.50029461605823,0.45516061789028,0.25,1.45175883151385,-0.503696402434663,IMF,directional,rolling window
CAN,ngdp_rpch,2001,1.95545523394851,0,1.50029461605823,0.45516061789028,0.75,2.06457200870181,0.109116774753295,IMF,directional,rolling window
CAN,ngdp_rpch,2001,1.95545523394851,0,1.50029461605823,0.45516061789028,0.9,2.40212752599509,0.44667229204658,IMF,directional,rolling window
DEU,ngdp_rpch,2001,0.779008147601878,0,0.573749682660574,0.205258464941304,0.1,0.147402069056768,-0.63160607854511,IMF,directional,rolling window
DEU,ngdp_rpch,2001,0.779008147601878,0,0.573749682660574,0.205258464941304,0.25,0.539512953564138,-0.23949519403774,IMF,directional,rolling window
DEU,ngdp_rpch,2001,0.779008147601878,0,0.573749682660574,0.205258464941304,0.75,1.08706501551992,0.308056867918045,IMF,directional,rolling window
DEU,ngdp_rpch,2001,0.779008147601878,0,0.573749682660574,0.205258464941304,0.9,1.33559120069273,0.55658305309085,IMF,directional,rolling window
FRA,ngdp_rpch,2001,2.03605271140326,0,1.80177786437805,0.23427484702521,0.1,1.37760047009288,-0.65845224131038,IMF,directional,rolling window
FRA,ngdp_rpch,2001,2.03605271140326,0,1.80177786437805,0.23427484702521,0.25,1.79588849331382,-0.24016421808944,IMF,directional,rolling window
FRA,ngdp_rpch,2001,2.03605271140326,0,1.80177786437805,0.23427484702521,0.75,2.23614606820759,0.200093356804335,IMF,directional,rolling window
FRA,ngdp_rpch,2001,2.03605271140326,0,1.80177786437805,0.23427484702521,0.9,2.45941460515054,0.42336189374728,IMF,directional,rolling window
GBR,ngdp_rpch,2001,2.03956320553562,0,1.93305260772232,0.1065105978133,0.1,1.68274261053185,-0.35682059500377,IMF,directional,rolling window
GBR,ngdp_rpch,2001,2.03956320553562,0,1.93305260772232,0.1065105978133,0.25,1.89336713227856,-0.146196073257065,IMF,directional,rolling window
GBR,ngdp_rpch,2001,2.03956320553562,0,1.93305260772232,0.1065105978133,0.75,2.3593465665266,0.319783360990976,IMF,directional,rolling window
GBR,ngdp_rpch,2001,2.03956320553562,0,1.93305260772232,0.1065105978133,0.9,2.58504950976539,0.54548630422977,IMF,directional,rolling window
ITA,ngdp_rpch,2001,1.78114404394876,0,1.77517246690619,0.00597157704257012,0.1,1.03045308766999,-0.75069095627877,IMF,directional,rolling window
ITA,ngdp_rpch,2001,1.78114404394876,0,1.77517246690619,0.00597157704257012,0.25,1.193489655006,-0.58765438894276,IMF,directional,rolling window
ITA,ngdp_rpch,2001,1.78114404394876,0,1.77517246690619,0.00597157704257012,0.75,1.95692542888745,0.175781384938685,IMF,directional,rolling window
ITA,ngdp_rpch,2001,1.78114404394876,0,1.77517246690619,0.00597157704257012,0.9,2.0401538637253,0.25900981977654,IMF,directional,rolling window
JPN,ngdp_rpch,2001,-0.475750463492741,0,-0.29353269969784,-0.182217763794901,0.1,-1.23525044104483,-0.75949997755209,IMF,directional,rolling window
JPN,ngdp_rpch,2001,-0.475750463492741,0,-0.29353269969784,-0.182217763794901,0.25,-0.821245150062187,-0.345494686569446,IMF,directional,rolling window
JPN,ngdp_rpch,2001,-0.475750463492741,0,-0.29353269969784,-0.182217763794901,0.75,-0.361478272565431,0.11427219092731,IMF,directional,rolling window
JPN,ngdp_rpch,2001,-0.475750463492741,0,-0.29353269969784,-0.182217763794901,0.9,-0.020315390504522,0.455435072988219,IMF,directional,rolling window
USA,ngdp_rpch,2001,1.34308171937607,0,0.251865874621915,1.09121584475416,0.1,0.45080535826105,-0.89227636111502,IMF,directional,rolling window
USA,ngdp_rpch,2001,1.34308171937607,0,0.251865874621915,1.09121584475416,0.25,0.754707125752124,-0.588374593623946,IMF,directional,rolling window
