source,target,country,horizon,ae,sque
IMF,ngdp_rpch,CAN,0,0.299666626565959,0.249146715074342
IMF,ngdp_rpch,DEU,0,0.319148729552963,0.200349518112438
IMF,ngdp_rpch,FRA,0,0.303820798269758,0.226389326309752
IMF,ngdp_rpch,GBR,0,0.263993036446453,0.107118489338069
IMF,ngdp_rpch,ITA,0,0.322745778640112,0.258959130703833
IMF,ngdp_rpch,JPN,0,0.555223779084218,0.501532194271248
IMF,ngdp_rpch,USA,0,0.378298510848414,0.240728273580134
IMF,pcpi_pch,CAN,0,0.164250176416765,0.0487858164370148
IMF,pcpi_pch,DEU,0,0.134012895259841,0.0263211239123193
IMF,pcpi_pch,FRA,0,0.103718609334718,0.018891530543742
IMF,pcpi_pch,GBR,0,0.197085196746022,0.123660504320502
IMF,pcpi_pch,ITA,0,0.127535953519226,0.0265981721357303
IMF,pcpi_pch,JPN,0,0.143225075754951,0.0354961850019701
IMF,pcpi_pch,USA,0,0.172083112845573,0.0481697836302864
IMF,ngdp_rpch,CAN,0.5,0.468069317791159,0.322530603098763
IMF,ngdp_rpch,DEU,0.5,0.690486082660075,0.907932335596434
IMF,ngdp_rpch,FRA,0.5,0.44427581235537,0.305264722006601
IMF,ngdp_rpch,GBR,0.5,0.631996192878545,0.932886810199304
IMF,ngdp_rpch,ITA,0.5,0.677602517352205,0.758596363887675
IMF,ngdp_rpch,JPN,0.5,0.939690335195527,1.34725132592354
IMF,ngdp_rpch,USA,0.5,0.60330710291603,0.69669558996642
IMF,pcpi_pch,CAN,0.5,0.462778784373794,0.399962134171508
IMF,pcpi_pch,DEU,0.5,0.396180252293046,0.574387238278943
IMF,pcpi_pch,FRA,0.5,0.401393774442504,0.314234004041436
IMF,pcpi_pch,GBR,0.5,0.468909921631418,0.41466021444882
IMF,pcpi_pch,ITA,0.5,0.590015473335134,0.861867507326652
IMF,pcpi_pch,JPN,0.5,0.312160579775857,0.143069469267894
IMF,pcpi_pch,USA,0.5,0.470047334242395,0.471758255552448
IMF,ngdp_rpch,CAN,1,1.08748087685322,3.45475810086935
IMF,ngdp_rpch,DEU,1,1.47858888661981,4.37823593981353
IMF,ngdp_rpch,FRA,1,1.15278916351263,4.80944830279931
IMF,ngdp_rpch,GBR,1,1.32673668595978,7.15772622328611
IMF,ngdp_rpch,ITA,1,1.56212327184083,6.30694044527693
IMF,ngdp_rpch,JPN,1,1.34197339861188,4.25752575585381
IMF,ngdp_rpch,USA,1,1.24385035930257,3.24274322637535
IMF,pcpi_pch,CAN,1,0.770214145227322,1.38314465462761
IMF,pcpi_pch,DEU,1,1.05163124062744,3.0449438946892
IMF,pcpi_pch,FRA,1,0.870464159245614,1.43369215259799
IMF,pcpi_pch,GBR,1,1.09238659740441,2.84850900168215
IMF,pcpi_pch,ITA,1,1.07084719503422,2.91655697430858
IMF,pcpi_pch,JPN,1,0.63830306936156,0.695024619729109
IMF,pcpi_pch,USA,1,0.928282324596976,1.95942649234897
IMF,ngdp_rpch,CAN,1.5,1.27812918779634,4.20081655493821
IMF,ngdp_rpch,DEU,1.5,1.82691214274995,6.13179073107466
IMF,ngdp_rpch,FRA,1.5,1.4428224794222,5.79886041610192
IMF,ngdp_rpch,GBR,1.5,1.63089225147805,8.79676001030394
IMF,ngdp_rpch,ITA,1.5,1.74406511842066,7.57850062716387
IMF,ngdp_rpch,JPN,1.5,1.64314383447724,5.71036997177843
IMF,ngdp_rpch,USA,1.5,1.20203124438841,3.06757265849205
IMF,pcpi_pch,CAN,1.5,0.862522872409495,1.76046823790498
IMF,pcpi_pch,DEU,1.5,1.24189273638237,3.84683809080962
IMF,pcpi_pch,FRA,1.5,1.01965563939736,2.23660944607252
IMF,pcpi_pch,GBR,1.5,1.26448323028338,3.77799262994995
IMF,pcpi_pch,ITA,1.5,1.2871027659236,4.03842206608307
IMF,pcpi_pch,JPN,1.5,0.721035939994293,0.88103110651731
IMF,pcpi_pch,USA,1.5,1.10188901749867,2.57943387763989
ar,ngdp_rpch,CAN,0,0.404662517817585,0.243635394456637
ar,ngdp_rpch,DEU,0,0.513905449619994,0.397877272651665
ar,ngdp_rpch,FRA,0,0.392555931541673,0.21166123990454
ar,ngdp_rpch,GBR,0,0.56913608311704,0.590010987269926
ar,ngdp_rpch,ITA,0,0.453503316813319,0.425018228824639
